Titre,image,information,templateavis,type1,information_lien
LE COFFRE DES ÂMES,http://images.immateriel.fr/covers/XZNWGR7.png,"
	 Flewelling, Lynn (1958-....). Auteur     Bragelonne. Paris   | 2018 
","
		 Alec et Seregil, deux espions au service de la reine, découvrent l'existence d'un complot qui oppose...
",Nightrunner,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225872002/le-coffre-des-ames
SOUTERRAINS (TOME 1),https://assets.edenlivres.fr/medias/21/2db672b2f81acd22741ffaace5fd0a4283c5c6.png?h=-&w=200,"
	 Baudy, Romain. Auteur     Casterman. Bruxelles   | 2017 
","
		 Dans les années 1930, dans le bassin minier du nord de la France, les accidents sont fréquents et le...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782203129979/souterrains-tome-1
"LE GUÉRISSEUR DE CATHÉDRALES, SUIVI DE NICK E...",https://assets.edenlivres.fr/medias/e4/477e9b84097ccd2bffb5c10e7409201918b66f.jpg?h=-&w=200,"
	 Dick, Philip K. (1928-1982). Auteur     J'ai lu. Paris   | 2017 
","
		 Dans le premier récit, Joe Farnwright, un homme brisé par la société, est engagé par un être monstru...
",J'ai lu,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782290158326/le-guerisseur-de-cathedrales-suivi-de-nick-et-le-glimmung
LE CHOIX D'UNE VIE,http://images.immateriel.fr/covers/UEKDAM5.png,"
	 Cardyn, Alia (1977-....). Auteur     Charleston. Paris   | 2019 
","
		 Quatre destins s'entrecroisent. Après avoir reçu ses résultats médicaux, Mary s'interroge sur son dé...
",Poche,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225868395/le-choix-d-une-vie
LAST NIGHT A DJ SAVED MY LIFE,https://images.immateriel.fr/covers/3V8HCD2.png,"
	 Brewster, Bill. Auteur     Castor astral. Cenon (Gironde)   | 2017 
","
		 Histoire de l'émergence du métier de DJ depuis les années 1960. Les auteurs montrent comment les gra...
",Castor music,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225862409/last-night-a-dj-saved-my-life
LES LIEUX SOMBRES,https://assets.edenlivres.fr/medias/3e/5208edf934ffbd34309edf84e3aa85f466b078.jpg?h=-&w=200,"
	 Flynn, Gillian (1971-....). Auteur     Sonatine éditions. Paris   | 2017 
","
		 Au début des années 1980 dans le Middle West, Libby Day a 7 ans lorsque son frère Ben assassine sa m...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782355847080/les-lieux-sombres
BARAQUES DU GLOBE,http://images.immateriel.fr/covers/Q5BYE62.png,"
	 Daeninckx, Didier. Auteur     publie.net   | 2012 
","
		 C'est à Aubervilliers, à l'intersection des routes qui vont vers Gonesse, Saint-Denis ou Montmorency...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225133882/baraques-du-globe
"OUTLANDER (TOME 8, PARTIE II) - À L'ENCRE DE ...",https://assets.edenlivres.fr/medias/3d/43dad958847edc578d9b931e00a5b2b038450f.jpg?h=-&w=200,"
	 Gabaldon, Diana (1952-....). Auteur     J'ai lu. Paris   | 2016 
","
		 Claire et Jamie hésitent entre rejoindre Fergus à Philadelphie ou revenir à Fraser's Ridge. Ils cher...
",Outlander,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782290187616/outlander-tome-8-partie-ii-a-l-encre-de-mon-coeur
OMBREMAGE,http://images.immateriel.fr/covers/AQ27VS8.png,"
	 Barclay, James (1965-....). Auteur     Milady. Paris   | 2011 
","
		 Les Ravens, composés de six hommes et d'un elfe, ont combattu ensemble pendant des années en vendant...
",Ravens,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225196597/ombremage
TOUT (N’)EST (PAS DU TOUT) SOUS CONTRÔLE,http://images.immateriel.fr/covers/FELQATA.png,"
	 Henrionnet, Sophie (1978-....). Auteur     Charleston. Paris   | 2018 
","
		 Entre sa fille de 12 ans déjà plus mature qu'elle, sa famille décalée, ses amies excentriques, son e...
",Poche,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612226009964/tout-n-est-pas-du-tout-sous-controle
"À LA SOURCE, LA NUIT",https://images.immateriel.fr/covers/UZKJAYA.png,"
	 Dagtekin, Seyhmus (1964-....). Auteur     Castor astral. Cenon (Gironde)   | 2018 
","
		 Un enfant kurde évoque sa vie dans un village isolé au milieu des montagnes. Il semble rétrécir au f...
",Galaxie,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225885378/a-la-source-la-nuit
FEDERICO À SON BALCON,https://assets.edenlivres.fr/medias/9a/158a1240783461378e173f4cde40bc20c73505.jpg?h=-&w=200,"
	 Fuentes, Carlos (1928-2012). Auteur     Gallimard. Paris   | 2018 
","
		 Accoudé au balcon de sa chambre d'hôtel à Mexico, Dante Loredano entame une conversation avec Frédér...
",Du monde entier,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072532290/federico-a-son-balcon
AU PAYS DES CHOSES DERNIÈRES,https://assets.edenlivres.fr/medias/ea/63910119c0020f7ea64b94ca15251a3c5cba76.jpg?h=-&w=200,"
	 Auster, Paul (1947-2024). Auteur     Actes Sud. Arles (Bouches-du-Rhône)   | 2014 
","
		 Dans un pays où règnent la détresse et la misère, Anne Blume tente de retrouver son frère. Au fil d'...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782330040673/au-pays-des-choses-dernieres
NOIRZÉNITH,http://images.immateriel.fr/covers/VBDPR56.png,"
	 Barclay, James (1965-....). Auteur     Milady. Paris   | 2011 
","
		 Les Ravens, composés de six hommes et d'un elfe, ont combattu ensemble pendant des années en vendant...
",Ravens,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225196580/noirzenith
LES SALTIMBANQUES ORDINAIRES,http://images.immateriel.fr/covers/374QXT6.png,"
	 McBride, Eimear (1976-....). Auteur     Buchet Chastel. Paris   | 2018 
","
		 Eily quitte l'Irlande pour Londres, où elle désire suivre des cours d'art dramatique. Dans la capita...
",Littérature étrangère,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612226006260/les-saltimbanques-ordinaires
"DES CHAUVES-SOURIS, DES SINGES ET DES HOMMES",https://assets.edenlivres.fr/medias/f0/0757aeeaa8436161d187ba736a18ad9097c2b6.jpg?h=-&w=200,"
	 Constant, Paule (1944-....). Auteur     Gallimard bande dessinée. Paris   | 2018 
","
		 Près de la rivière Ebola, chez les Boutouls, peuple de guerriers chasseurs d'Afrique, un festin est ...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782075084321/des-chauves-souris-des-singes-et-des-hommes
BOULEVARD DU STREAM,https://images.immateriel.fr/covers/FBH6G5A.png,"
	 Fanen, Sophian. Auteur     Castor astral. Cenon (Gironde)   | 2017 
","
		 L'évolution de l'économie de la musique est retracée avec le passage du disque à la musique en ligne...
",Castor music,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225855906/boulevard-du-stream
L'INCONSOLABLE,https://assets.edenlivres.fr/medias/ef/940082cce9ecfcb7f86245b6c8c731c92b0056.jpg?h=-&w=200,"
	 Godard, Anne (1971-....). Auteur     Minuit. Paris   | 2017 
","
		 Récit évoquant la difficulté de survivre à l'absence. Une femme a ordonné sa vie et celle de ses pro...
",Double,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782707338358/l-inconsolable
LA DEMOISELLE,https://images.immateriel.fr/covers/9KSZNV8.png,"
	 Palet, Marie de (1934-....). Auteur     Ed. De Borée. Clermont-Ferrand   | 2008 
","
		 Au début du XXe siècle, dans la région de Mende, une famille de paysans aisés, les Combres, fête le ...
",Romans et récits du terroir,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225821444/la-demoiselle
LE JOUR OÙ PELÉ,https://images.immateriel.fr/covers/8BHNKQB.png,"
	 Djemaï, Abdelkader (1948-....). Auteur     Castor astral. Cenon (Gironde)   | 2018 
","
		 17 juin 1965, Oran. Trois ans après la fin de la guerre et la déclaration d'indépendance, le jeune N...
",Galaxie,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225885361/le-jour-ou-pele
ABANDONNÉ DES DIEUX,http://images.immateriel.fr/covers/B8UHLF9.png,"
	 Barclay, James (1965-....). Auteur     Bragelonne. Paris   | 2012 
","
		 Des mercenaires humains ont fomenté une guerre civile parmi les Elfes. Seul Takaar, grâce à qui ils ...
",Les elfes,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225199581/abandonne-des-dieux
LA GUERRE DE L'ÉLÉVATION,http://images.immateriel.fr/covers/9ZTJ4E5.png,"
	 Brin, David (1950-....). Auteur     Milady. Paris   | 2017 
","
		 La suite des aventures de Jacob Demwa et de son équipage de chimpanzés et de dauphins génétiquement ...
",Elévation,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225853483/la-guerre-de-l-elevation
EXISTENCE,http://images.immateriel.fr/covers/P6KL749.png,"
	 Brin, David (1950-....). Auteur     Bragelonne. Paris   | 2016 
","
		 Les tensions politiques de la civilisation terrienne ne sont pas atténuées par la télésurveillance d...
",Bragelonne SF,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225686081/existence
"L'AMOUR, ACCESSOIRES",https://assets.edenlivres.fr/medias/56/60f840096508daaaf12591790c9823b707d225.jpg?h=-&w=200,"
	 Breteau, Fleur (1975-....). Auteur     Verticales. Paris   | 2017 
","
		 F. Breteau fait la connaissance d'Hervé, un entrepreneur persuadé qu'il existe un marché porteur en ...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072737114/l-amour-accessoires
LA DANSEUSE DE MAO,https://assets.edenlivres.fr/medias/b7/aec0e1e442c637ce4a65ad5e7f03f24fcb949d.jpg?h=-&w=200,"
	 Qiu, Xiaolong (1953-....). Auteur     Liana Levi. Paris   | 2012 
","
		 Le président Mao est au coeur de l'enquête de l'inspecteur Chen. La petite-fille de sa partenaire de...
",Policier,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782867468728/la-danseuse-de-mao
GLISSEMENT DE TEMPS SUR MARS,https://assets.edenlivres.fr/medias/b7/db3091bf832477deacad91c3b1015a46e5f857.jpg?h=-&w=200,"
	 Dick, Philip K. (1928-1982). Auteur     J'ai lu. Paris   | 2017 
","
		 Arnie Kott, homme de pouvoir, est à la tête du syndicat des plombiers de sa colonie martienne. Lorsq...
",J'ai lu,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782290192757/glissement-de-temps-sur-mars
CARBONE MODIFIÉ : FURIES DÉCHAÎNÉES,http://images.immateriel.fr/covers/LJ5ZWM7.png,"
	 Morgan, Richard K. (1965-....). Auteur     Bragelonne. Paris   | 2011 
","
		 Takeshi Kovacs revient chez lui sur Harlan, la planète océan, afin de venger un amour perdu. Il se r...
",Takeshi Kovacs,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225196450/carbone-modifie-furies-dechainees
ATLAS DE L'ALIMENTATION,https://assets.edenlivres.fr/medias/40/e086ead32c937f642bfbbbe3ae6441e23c1006.jpg?h=-&w=200,"
	 Fumey, Gilles (1957-....). Auteur     CNRS Editions. Paris   | 2018 
","
		 Cet atlas retrace l'histoire des aliments, des pratiques culturelles et des échanges liés à l'alimen...
",Histoire,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782271085719/atlas-de-l-alimentation
BROOKLYN FOLLIES,https://assets.edenlivres.fr/medias/a3/9d58df6d284965ceaccc8c7a5def962c6a3597.jpg?h=-&w=200,"
	 Auster, Paul (1947-2024). Auteur     Actes Sud. Arles (Bouches-du-Rhône)   | 2013 
","
		 Un homme d'une soixantaine d'années revient à Brooklyn pour mourir. Il avait quitté la ville avec se...
",Lettres anglo-américaines,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782330040383/brooklyn-follies
LE CYCLE DES ROBOTS (TOME 1) - LES ROBOTS,https://assets.edenlivres.fr/medias/86/dd25cdd0d0232da88871c73e41e2ef582687c7.jpg?h=-&w=200,"
	 Asimov, Isaac (1920-1992). Auteur     J'ai lu. Paris   | 2017 
","
		 Vers l'an 2058, Susan Calvin, robopsychologue, relate ses souvenirs sur l'évolution des robots et la...
",Le cycle des robots,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782290194300/le-cycle-des-robots-tome-1-les-robots
QAANAAQ,https://assets.edenlivres.fr/medias/73/fcef05aae8b764739449480c6e75db50afa1c1.jpg?h=-&w=200,"
	 Malo, Mo (1968-....). Auteur     La Martinière. Paris   | 2018 
","
		 Pour la première fois depuis son adoption, Qaanaaq Adriensen, enquêteur à Copenhague retourne au Gro...
",Les enquêtes de Qaanaaq Adriensen,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782732486321/qaanaaq
4 3 2 1,https://assets.edenlivres.fr/medias/b5/7e0aff1e718999b854ffeecf0a9a75b5d2c71f.jpg?h=-&w=200,"
	 Auster, Paul (1947-2024). Auteur     Actes Sud. Arles (Bouches-du-Rhône)   | 2018 
","
		 Isaac Reznikoff, devenu Ferguson en posant le pied à Ellis Island, incarne toutes les figures du des...
",Lettres anglo-américaines,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782330098315/4-3-2-1
LE PROCÈS DE L'AMÉRIQUE,https://assets.edenlivres.fr/medias/90/84240567b2b3805b58f6be516d8ed04d559a21.jpg?h=-&w=200,"
	 Coates, Ta-Nehisi (1975-....). Auteur     Autrement. Paris   | 2017 
","
		 Après avoir constaté dans deux livres précédents que le racisme contre les Noirs reste un problème m...
",Essais-documents,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782746749993/le-proces-de-l-amerique
LE TRIOMPHE DE L'ARTISTE,https://assets.edenlivres.fr/medias/ec/e32ed6681cc913eaa79e2d2280ea42fbf7863c.jpg?h=-&w=200,"
	 Todorov, Tzvetan (1939-2017). Auteur     Flammarion. Paris   | 2017 
","
		 En connaisseur de l'URSS sous Staline et penseur des oeuvres d'art, T. Todorov a souhaité éclairer l...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782081460669/le-triomphe-de-l-artiste
LA VIE MOUVEMENTÉE D'HENRIETTE CAMPAN,https://assets.edenlivres.fr/medias/82/48ca6ee1ff4e080bb83daf26ecb7b618d15605.jpg?h=-&w=200,"
	 Haroche-Bouzinac, Geneviève. Auteur     Flammarion. Paris   | 2017 
","
		 Portrait de celle qui fut lectrice des filles de Louis XV et première femme de chambre de Marie-Anto...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782081441378/la-vie-mouvementee-d-henriette-campan
DES HEURES HEUREUSES,https://assets.edenlivres.fr/medias/a3/5726f48e475c810e509a99cfea2a2365ef6af4.jpg?h=-&w=200,"
	 Authier, Christian (1969-....). Auteur     Flammarion. Paris   | 2018 
","
		 Robert, négociant en vins naturels, engage Thomas comme assistant après l'avoir rencontré dans un ba...
",Littérature française,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782081446007/des-heures-heureuses
VENGEANCE SAUCE PIQUANTE. UNE ENQUÊTE DE TANN...,https://assets.edenlivres.fr/medias/e0/9aa665b3a0aa0be0ea5ee96b901ec176c2a0ae.jpg?h=-&w=200,"
	 Andrew, Sally. Auteur     Flammarion. Paris   | 2017 
","
		 Tannie Maria, journaliste, s'occupe désormais de la rubrique Recettes et conseils amoureux. Elle est...
",Une enquête de Tannie Maria,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782081440753/vengeance-sauce-piquante-une-enquete-de-tannie-maria
UNE BRÈVE HISTOIRE CULTURELLE DE L'EUROPE,https://assets.edenlivres.fr/medias/ff/a35be4f4e724c89fd2a5e8cd330192028514c2.jpg?h=-&w=200,"
	 Loyer, Emmanuelle. Auteur     Flammarion. Paris   | 2017 
","
		 Un panorama des pratiques et des représentations culturelles européennes depuis le milieu du XIXe si...
",Champs,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782081441538/une-breve-histoire-culturelle-de-l-europe
"TOCQUEVILLE ET LES APACHES. INDIENS, NÈGRES, ...",https://assets.edenlivres.fr/medias/39/d5e100fe918c971cb94d8ea9d12ab052219f72.jpg?h=-&w=200,"
	 Onfray, Michel (1959-....). Auteur     Autrement. Paris   | 2017 
","
		 Un essai sur l'oeuvre et la pensée du philosophe français sur les peuples vivant en Amérique à son é...
",Universités populaires & Cie,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782746748286/tocqueville-et-les-apaches-indiens-negres-ouvriers-et-autres-hors-la-loi
LES CHATS DU LOUVRE (TOME 2),https://assets.edenlivres.fr/medias/04/65c15931f77bb5ee6fcbc59c0aac638ab9a88f.jpg?h=-&w=200,"
	 Matsumoto, Taiyô (1967-....). Auteur     Futuropolis. Paris   | 2018 
","
		 Cécile enquête sur le secret révélé par monsieur Marcel, le vieux gardien, au sujet de sa soeur aîné...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782754824910/les-chats-du-louvre-tome-2
LETTRE À UN(E) INCONNU(E),https://assets.edenlivres.fr/medias/69/89303c18e62702c585f489b0e004fca9db4601.jpg?h=-&w=200,"
	 Pane, Gina (1939-1990). Auteur     Beaux-Arts de Paris éditions. Paris   | 2018 
","
		 Présentation de façon chronologique, autour de quatre grandes notions (art, science, politique, quot...
",Ecrits d'artistes,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782840565796/lettre-a-un-e-inconnu-e
"TOUS ADDICTS, ET APRÈS ?",https://assets.edenlivres.fr/medias/79/4b5f5ab324587df6e0419bffae1ee681401fbf.jpg?h=-&w=200,"
	 Lowenstein, William (1955?-....). Auteur     Flammarion. Paris   | 2017 
","
		 Le psychiatre et le médecin décrivent les mécanismes de l'addiction par type (avec substances licite...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782081462724/tous-addicts-et-apres
ALBERTO GIACOMETTI,https://assets.edenlivres.fr/medias/c7/7e9da9995e34ce448bcb0beb96c807892027f9.jpg?h=-&w=200,"
	 Grenier, Catherine (1960-....). Auteur     Flammarion. Paris   | 2017 
","
		 Portrait du sculpteur, depuis ses années de formation, soulignant son affranchissement de l'influenc...
",Grandes biographies,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782081441217/alberto-giacometti
SUSAN SONTAG,https://assets.edenlivres.fr/medias/29/0178899ad82963a112f49ba2b11a946cdc678b.jpg?h=-&w=200,"
	 Mousli, Béatrice (1966-....). Auteur     Flammarion. Paris   | 2017 
","
		 Retrace le parcours intellectuel de la romancière, essayiste et militante américaine à partir de ses...
",Grandes biographies,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782081441170/susan-sontag
DE LA SUPÉRIORITÉ DES FEMMES,https://assets.edenlivres.fr/medias/46/1840ff701084f276c4d225e589bc38c9180d48.jpg?h=-&w=200,"
	 Lacroix, Alexandre (1975-....). Auteur     Flammarion. Paris   | 2014 
","
		 Ce roman est à la fois un témoignage et un exutoire, une expiation et une vengeance. A. Lacroix a co...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782081351561/de-la-superiorite-des-femmes
NON ! DE L'ESPRIT DE RÉVOLTE,https://assets.edenlivres.fr/medias/dc/7f89f4174746d47401ec96d0b60edcf09771f8.jpg?h=-&w=200,"
	 Delecroix, Vincent (1969-....). Auteur     Autrement. Paris   | 2018 
","
		 Réflexion sur les événements qui amènent les individus à adopter une attitude du refus. Le non est l...
",Les grands mots,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782746750272/non-de-l-esprit-de-revolte
ATLAS DES ESCLAVAGES. DE L'ANTIQUITÉ À NOS JO...,https://assets.edenlivres.fr/medias/c1/9400301757055b12b899d4dbfe1c8e52f81588.jpg?h=-&w=200,"
	 Dorigny, Marcel (1948-2021) - historien. Auteur     Autrement. Paris   | 2017 
","
		 Abordant dans un premier temps les esclavages avant les grandes découvertes, de l'Antiquité au XVIe ...
",Atlas,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782746748668/atlas-des-esclavages-de-l-antiquite-a-nos-jours
DERNIÈRES NOUVELLES,https://assets.edenlivres.fr/medias/77/a87b1f1d69ce5f92992f824bf65a4f027837ca.jpg?h=-&w=200,"
	 Harrison, Jim (1937-2016). Auteur     Flammarion. Paris   | 2017 
","
		 Recueil des trois dernières nouvelles de l'écrivain écrites avant sa mort. Dans Les oeufs, une femme...
",Littérature étrangère,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782081440975/dernieres-nouvelles
