Titre,image,information,templateavis,type1,information_lien
CENDRES,http://images.immateriel.fr/covers/FUXMCG3.png,"
	 Royer, David (1987-....). Auteur     Les éditions d'Utoh. Cussangy (Aube)   | 2018 
","
		 Laarya et sa compagne, la mystérieuse Jezad de Gadza, sont entraînées dans une quête qui les mène au...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225885743/cendres
L'ÉTÉ OÙ TOUT ARRIVA,https://assets.edenlivres.fr/medias/fa/83103d50b8da568b2ffc15440197bd033e9eba.jpg?h=-&w=200,"
	 Bryson, Bill (1951-....). Auteur     Payot. Paris   | 2018 
","
		 Retour sur l'année 1927 aux Etats-Unis, marquée par la traversée de l'Atlantique par C. Lindbergh, l...
",Histoire,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782228921237/l-ete-ou-tout-arriva
L'URUGUAYENNE,http://images.immateriel.fr/covers/PNQZWM3.png,"
	 Mairal, Pedro (1970-....). Auteur     Buchet Chastel. Paris   | 2018 
","
		 Lucas, écrivain quadragénaire en panne d'inspiration, sans argent, marié et père d'un petit garçon, ...
",Littérature étrangère,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612226002385/l-uruguayenne
LE GOUROU DE LA BALTIQUE,https://assets.edenlivres.fr/medias/b2/ab6e032de1f8eb954b7087242244f42c5a777e.jpg?h=-&w=200,"
	 Bergstrand, Mikael. Auteur     Gaïa. Monfort-en-Chalosse (Landes)   | 2016 
","
		 Göran, célibataire dépressif, part avec son ami Yogi dans la campagne suédoise. Ce dernier se retrou...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782847206975/le-gourou-de-la-baltique
LES YEUX,http://images.immateriel.fr/covers/QTDVWX4.png,"
	 Berhoun, Slimane-Baptiste. Auteur     Bragelonne. Paris   | 2018 
","
		 Dans l'asile de l'Orme, une grande bâtisse lugubre construite tout en haut d'un plateau, des morts é...
",Terreur,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225832594/les-yeux
LA GUERRE FROIDE DE LA FRANCE,https://assets.edenlivres.fr/medias/a6/6156dc631afe2d7d3710c86a75ff59461b8c84.jpg?h=-&w=200,"
	 Soutou, Georges-Henri (1943-....). Auteur     Tallandier. Paris   | 2018 
","
		 L'histoire de ce conflit qui a pesé durant cinquante ans sur le quotidien des Français. L'auteur abo...
",Texto,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9791021032064/la-guerre-froide-de-la-france
ORAGEDÉMON,http://images.immateriel.fr/covers/DLUMG64.png,"
	 Barclay, James (1965-....). Auteur     Milady. Paris   | 2011 
","
		 Les hordes ouestiennes se déversent sur le continent, avec pour cible le collège de magie Xetesk. Po...
",Ravens,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225197990/oragedemon
RÊVES DE FEMMES,https://assets.edenlivres.fr/medias/3a/223ce65cedec65a753d1087c1df967f6d99842.jpg?h=-&w=200,"
	 Woolf, Virginia (1882-1941). Auteur     Gallimard. Paris   | 2018 
","
		 Six courtes nouvelles à travers lesquelles l'auteure revendique l'autonomie morale, affective et soc...
",Folio,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072756870/reves-de-femmes
OUTLANDER (TOME 6) - LA NEIGE ET LA CENDRE,https://assets.edenlivres.fr/medias/8d/378c76c45a902ff68631a3f18c33d36ef11c40.jpg?h=-&w=200,"
	 Gabaldon, Diana (1952-....). Auteur     J'ai lu. Paris   | 2015 
","
		 1772. Alors que la guerre de régulation semblait terminée, de nouveaux foyers de sédition ne cessent...
",Outlander,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782290187524/outlander-tome-6-la-neige-et-la-cendre
"CHIITES ET SUNNITES, LA GRANDE DISCORDE EN 10...",https://assets.edenlivres.fr/medias/1d/2759fabe2fb1f1bf525d5e91d95950121dd5ef.jpg?h=-&w=200,"
	 Luizard, Pierre-Jean. Auteur     Tallandier. Paris   | 2017 
","
		 L'historien, spécialiste du Moyen-Orient et de l'islam, explique les raisons originelles et actuelle...
",En 100 questions,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9791021023642/chiites-et-sunnites-la-grande-discorde-en-100-questions
L'ÉTÉ D'OLTA,https://assets.edenlivres.fr/medias/ed/a3a1ab96ad3d15e5c5ab9eec81a5f6e13c3346.jpg?h=-&w=200,"
	 Vorpsi, Ornela (1968-....). Auteur     Gallimard. Paris   | 2018 
","
		 Olta, une jeune fille d'une douzaine d'années, vit dans l'Albanie d'avant la chute du mur. A la disp...
",Blanche,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072778049/l-ete-d-olta
PACIFIC PARK,https://assets.edenlivres.fr/medias/b1/363f73b6f7cfd3e037e9d6bfc80a818b371925.jpg?h=-&w=200,"
	 Dick, Philip K. (1928-1982). Auteur     J'ai lu. Paris   | 2017 
","
		 Dans une petite bourgade californienne des années 1950, Mary se cherche un avenir et l'amour idéal. ...
",J'ai lu,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782290158166/pacific-park
LA MALSÉPARATION,https://assets.edenlivres.fr/medias/ed/98b1cade449d951b0bd1bffbe5459c2a32a8a9.jpg?h=-&w=200,"
	 Van Hemelrijk, Jean. Auteur     Payot. Paris   | 2016 
","
		 Le psychologue propose des conseils pour bien vivre une séparation amoureuse, après en avoir détermi...
",Payot psy,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782228915540/la-malseparation
À REBROUSSE-TEMPS,https://assets.edenlivres.fr/medias/ce/86fad8842a1f22feb25eeac4f7b4159fb4deef.jpg?h=-&w=200,"
	 Dick, Philip K. (1928-1982). Auteur     J'ai lu. Paris   | 2017 
","
		 En 1998, le sens du temps s'est inversé. Les morts les plus récents ressuscitent en premier, les aut...
",J'ai lu,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782290191484/a-rebrousse-temps
L'HOMME ILLUSTRÉ,https://assets.edenlivres.fr/medias/00/d79569a11dad394acd689a47592ae7801b6327.jpg?h=-&w=200,"
	 Bradbury, Ray (1920-2012). Auteur     Gallimard. Paris   | 2018 
","
		 Pendant cinquante ans, la vie de l'homme illustré a été empoisonnée par ses tatouages vivants et  il...
",Folio,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072791338/l-homme-illustre
HUMPTY DUMPTY À OAKLAND,https://assets.edenlivres.fr/medias/0a/e531e9e7c1d248084fd09aaf9f5ec9c6eb02ad.jpg?h=-&w=200,"
	 Dick, Philip K. (1928-1982). Auteur     J'ai lu. Paris   | 2017 
","
		 San Francisco, à la fin des années 1950. Jim Fergesson, propriétaire d'un garage, décide de prendre ...
",J'ai lu,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782290157954/humpty-dumpty-a-oakland
EN ATTENDANT L'ANNÉE DERNIÈRE,https://assets.edenlivres.fr/medias/9d/c385bed03c384d54072ebe67994803ac7ef15a.jpg?h=-&w=200,"
	 Dick, Philip K. (1928-1982). Auteur     J'ai lu. Paris   | 2017 
","
		 En 2055, la guerre fait rage entre les Terriens et les Lilistariens. Pour maintenir l'illusion d'un ...
",J'ai lu,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782290193112/en-attendant-l-annee-derniere
LE CONFLIT ISRAÉLO-PALESTINIEN EN 100 QUESTIO...,https://assets.edenlivres.fr/medias/db/42823bf78492afc0ce631e78aee6412d446fe5.jpg?h=-&w=200,"
	 Lescure, Jean-Claude (1961?-....). Auteur     Tallandier. Paris   | 2018 
","
		 Cent questions sur les enjeux et les acteurs du conflit israélo-palestinien, ses grandes dates, ses ...
",En 100 questions,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9791021028388/le-conflit-israelo-palestinien-en-100-questions
MODIGLIANI,https://images.immateriel.fr/covers/L4V6GRA.png,"
	 Blondel, François. Auteur     VisiMuZ Editions   | 2017 
","
		 Cette nouvelle monographie consacrée à Amedeo Modigliani est une réalisation originale et innovante,...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225805741/modigliani
CENDRECŒUR,http://images.immateriel.fr/covers/CTA2R4A.png,"
	 Barclay, James (1965-....). Auteur     Milady. Paris   | 2011 
","
		 Sur Balaia, les quatre collèges de magie sont en guerre : Xetesk affronte l'alliance de Lystern et D...
",Ravens,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225197983/cendrec%C5%93ur
MÉMOIRES DE LA GRANDE GUERRE T1,https://assets.edenlivres.fr/medias/43/e5c003565687eae9064979653a3abae0acf584.jpg?h=-&w=200,"
	 Churchill, Winston (1874-1965). Auteur     Tallandier. Paris   | 2014 
","
		 Mémoires de l'homme d'Etat britannique, relatant les principaux combats en Europe pendant la Premièr...
",Texto,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9791021012318/memoires-de-la-grande-guerre-t1
DOCTEUR FUTUR,https://assets.edenlivres.fr/medias/37/a66b149eca476d49e4caf5afa1af02d8b5802b.jpg?h=-&w=200,"
	 Dick, Philip K. (1928-1982). Auteur     J'ai lu. Paris   | 2017 
","
		 Jim Parsons, médecin, se retrouve projeté dans l'avenir, où un patient semble avoir besoin de ses se...
",J'ai lu,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782290190791/docteur-futur
GÉOPOLITIQUE D'UNE PLANÈTE DÉRÉGLÉE. LE CHOC ...,https://assets.edenlivres.fr/medias/65/f5a98f1b1590059466fa49bd1435e16171ed75.jpg?h=-&w=200,"
	 Valantin, Jean-Michel. Auteur     Seuil. Paris   | 2017 
","
		 Un nouveau paysage géopolitique et géostratégique émerge, marqué par la combinaison du changement cl...
",Anthropocène,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782021370065/geopolitique-d-une-planete-dereglee-le-choc-de-l-anthropocene
TRILOGIE DU SUBTIL CHANGEMENT (TOME 1) - LE C...,https://assets.edenlivres.fr/medias/98/1c4de50193d9da5e38b6b2bc067b2cba51fe9a.jpg?h=-&w=200,"
	 Walton, Jo (1964-....). Auteur     Gallimard. Paris   | 2017 
","
		 En 1949, le groupe Farthing, à l'origine du traité de paix de 1941 entre le Royaume-Uni et l'Allemag...
",Folio,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072709043/trilogie-du-subtil-changement-tome-1-le-cercle-de-farthing
DANS LA TOILE DU TEMPS,https://assets.edenlivres.fr/medias/7e/77ea49c5022f27648999127d55caea5054870e.jpg?h=-&w=200,"
	 Tchaikovsky, Adrian (1972-....). Auteur     Denoël. Paris   | 2023 
","
		 L'ultime espoir des derniers habitants de la terre réside dans la colonisation du monde de Kern, une...
",Lunes d'encre,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782207138625/dans-la-toile-du-temps
L'OMBRE D'UNE INQUISITRICE,http://images.immateriel.fr/covers/E7FWV49.png,"
	 Goodkind, Terry (1948-2020). Auteur     Bragelonne. Paris   | 2018 
","
		 Alors que les hommes et les femmes libres sombrent peu à peu dans les ténèbres, Richard est sur le p...
",L'épée de vérité,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225890723/l-ombre-d-une-inquisitrice
MÉMOIRES DE LA GRANDE GUERRE TOME 2,https://assets.edenlivres.fr/medias/6c/643a8163da1cbf86c0a85dd2f4eed4389b3759.jpg?h=-&w=200,"
	 Churchill, Winston (1874-1965). Auteur     Tallandier. Paris   | 2014 
","
		 Une chronique de la Première Guerre mondiale par Winston Churchill. Etayant son propos de documents ...
",Texto,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9791021011939/memoires-de-la-grande-guerre-tome-2
LUX TENEBRAE,https://assets.edenlivres.fr/medias/c5/22f29fd0b2da145ae3f6a826af536867ffaa86.jpg?h=-&w=200,"
	 Giacometti, Eric. Auteur     Fleuve noir. Paris   | 2010 
","
		 Le commissaire Antoine Marcas est appelé d'urgence dans un musée géré par une fondation, suite à une...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782823813647/lux-tenebrae
MAZARIN L'ITALIEN,https://assets.edenlivres.fr/medias/65/aa76eba18384b5e1c525223728962323aa8a21.jpg?h=-&w=200,"
	 Poncet, Olivier (1969-....). Auteur     Tallandier. Paris   | 2018 
","
		 Portrait de Jules Mazarin qui tend à dépasser le cadre de la légende noire afin de mettre en lumière...
",Lectures méditerranéennes,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9791021031081/mazarin-l-italien
AUTOPORTRAIT,https://images.immateriel.fr/covers/54RCTK2.png,"
	 Hartung, Hans (1904-1989). Auteur     Les presses du réel. Dijon   | 2016 
","
		 Récit initialement publié en 1976 dans lequel le peintre abstrait français d'origine allemande (1904...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225788471/autoportrait
MANETTE SALOMON,http://images.immateriel.fr/covers/874S6AB.png,"
	 Goncourt, Edmond de. Auteur     BnF collection ebooks   | 2016 
","
		 BnF collection ebooks - ""Un peu plus loin, grimpait un interne de la Pitié, en casquette, avec un li...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225792195/manette-salomon
SYLVELARME,http://images.immateriel.fr/covers/6VFRCX8.png,"
	 Barclay, James (1965-....). Auteur     Milady. Paris   | 2011 
","
		 Balaia baigne dans la violence depuis que les quatre collèges de magie sont en rivalité : guerre civ...
",Ravens,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225197976/sylvelarme
"PASSER, QUOI QU'IL EN COÛTE",https://assets.edenlivres.fr/medias/26/37f39fda9274d46cf29e84e83327d43f6884b1.jpg?h=-&w=200,"
	 Didi-Huberman, Georges (1953-....). Auteur     Minuit. Paris   | 2017 
","
		 Ouvert par un poème accompagnant le film Des spectres hantent l'Europe, réalisé par Niki Giannari et...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782707343932/passer-quoi-qu-il-en-coute
LES MARTEAUX DE VULCAIN,https://assets.edenlivres.fr/medias/23/2d0185d8c03410dfad3058fb341a7b4daa283f.jpg?h=-&w=200,"
	 Dick, Philip K. (1928-1982). Auteur     J'ai lu. Paris   | 2017 
","
		 Un superordinateur, Vulcain III, a pris le contrôle de l'humanité pour la gérer au mieux de ses inté...
",J'ai lu,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782290192597/les-marteaux-de-vulcain
ELIJAH,http://images.immateriel.fr/covers/H2BXKQ4.png,"
	 Gavriel, H.V.. Auteur     Milady. Paris   | 2017 
","
		 Traumatisé par son passé, Elijah est un loup soumis qui vit en reclus. Sa meute d'adoption tente de ...
",Les loups de Riverdance,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225857887/elijah
LES CHRONIQUES DU RADCH (TOME 2) - L'ÉPÉE DE ...,https://assets.edenlivres.fr/medias/ea/46497af54fd5cb82280c2bb2458ed0f302d447.jpg?h=-&w=200,"
	 Leckie, Ann (1966-....). Auteur     Nouveaux Millénaires. Paris   | 2016 
","
		 Breq sert l'empereur qu'elle avait jadis juré de détruire. Elle a pour mission la protection de la f...
",Les chroniques du Radch,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782290198995/les-chroniques-du-radch-tome-2-l-epee-de-l-ancillaire
LES SOPRANO. UNE AMÉRIQUE DÉSENCHANTÉE,http://images.immateriel.fr/covers/L4R3SB9.png,"
	 Foubert, Frédéric (1980-....). Auteur     PUF. Paris   | 2017 
","
		 Une analyse de la série télévisée produite pour la chaîne HBO dans les années 1990 : ses personnages...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225863994/les-soprano-une-amerique-desenchantee
LES CRAYONS DE COULEUR,https://assets.edenlivres.fr/medias/ce/a12923b6650000f94150c25e2f4e42c672de1b.jpg?h=-&w=200,"
	 Causse, Jean-Gabriel (1969?-....). Auteur     Flammarion. Paris   | 2017 
","
		 Arthur, ancien trader alcoolique, travaille dans une fabrique de crayons de couleur. Charlotte, aveu...
",Littérature française,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782081441439/les-crayons-de-couleur
CARBONE MODIFIÉ : LE CYCLE DE TAKESHI KOVACS,http://images.immateriel.fr/covers/EYW6NV3.png,"
	 Morgan, Richard K. (1965-....). Auteur     Bragelonne. Paris   | 2011 
","
		 Au XXVIe siècle, l'humanité a répandu ses religions et conflits sociaux dans la galaxie. La technolo...
",Takeshi Kovacs,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225196382/carbone-modifie-le-cycle-de-takeshi-kovacs
LES DÉCISIONS ABSURDES (TOME 1). SOCIOLOGIE D...,https://assets.edenlivres.fr/medias/60/1d46e44173c7d36d923d326fcef4e8016ab840.jpg?h=-&w=200,"
	 Morel, Christian (1948-....) - cadre d'entreprise. Auteur     Gallimard. Paris   | 2014 
","
		 L'auteur mène une analyse sociologique des décisions absurdes prisent collectivement et qui conduise...
",Folio,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072530074/les-decisions-absurdes-tome-1-sociologie-des-erreurs-radicales-et-persistantes
L'AFFAIRE LA FAYETTE,https://assets.edenlivres.fr/medias/19/37f5149c25abffd481675f2d663b68d2425ac5.jpg?h=-&w=200,"
	 Debré, Guillaume. Auteur     R. Laffont. Paris   | 2018 
","
		 Dans le New York des années 1830, il se murmure que La Fayette, salué comme un libérateur aux Etats-...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782221220979/l-affaire-la-fayette
LES CHATS DU LOUVRE (TOME 1),https://assets.edenlivres.fr/medias/8e/822879c253ff010d6fa27c30443ecb56f1ee28.jpg?h=-&w=200,"
	 Matsumoto, Taiyô (1967-....). Auteur     Futuropolis. Paris   | 2017 
","
		 Un album onirique et poétique sur les chats du Musée du Louvre, considérés depuis l'origine comme le...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782754822800/les-chats-du-louvre-tome-1
"OUTLANDER (TOME 8, PARTIE I) - À L'ENCRE DE M...",https://assets.edenlivres.fr/medias/3f/bbddc43ffeeafef166eba9cdabb2b80274dbd8.jpg?h=-&w=200,"
	 Gabaldon, Diana (1952-....). Auteur     J'ai lu. Paris   | 2016 
","
		 En juin 1778, Jamie Fraser, que l'on croyait mort, réapparaît et découvre que son meilleur ami s'est...
",Outlander,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782290187531/outlander-tome-8-partie-i-a-l-encre-de-mon-coeur
LES PÂQUES DU COMMISSAIRE RICCIARDI,https://assets.edenlivres.fr/medias/e6/e2e611e4c81875be5e86212e093394e48d01e0.jpg?h=-&w=200,"
	 De Giovanni, Maurizio (1958-....). Auteur     Rivages. Paris   | 2018 
","
		 Naples, 1932. Le commissaire Ricciardi enquête sur le meurtre de Vipera, la plus belle prostituée du...
",Rivages-Thriller,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782743643607/les-paques-du-commissaire-ricciardi
LE MEXIQUE,http://images.immateriel.fr/covers/APNVJS8.png,"
	 Musset, Alain (1959-....). Auteur     PUF. Paris   | 2017 
","
		 Après un rappel de l'histoire du Mexique, depuis la période préhispanique, présente les évolutions p...
",Que sais-je ?,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225875478/le-mexique
LES JOUEURS DE TITAN,https://assets.edenlivres.fr/medias/ba/9075bb29af1ae012d85595dcd237bf4c71e3ac.jpg?h=-&w=200,"
	 Dick, Philip K. (1928-1982). Auteur     J'ai lu. Paris   | 2017 
","
		 La radiation de Hinkel a rayé de la surface de la planète la quasi-totalité de la population mondial...
",J'ai lu,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782290192276/les-joueurs-de-titan
LOTERIE SOLAIRE,https://assets.edenlivres.fr/medias/82/7550675b1864e7205b9c1a422882c4e24fa823.jpg?h=-&w=200,"
	 Dick, Philip K. (1928-1982). Auteur     J'ai lu. Paris   | 2017 
","
		 Au XXIIIe siècle, le hasard décide du sort des hommes et du déroulement de leur existence. Le dirige...
",J'ai lu,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782290158104/loterie-solaire
NOS ÂMES LA NUIT,https://assets.edenlivres.fr/medias/19/dad6a121ec3cf398ce59be3070c358228d9c98.jpg?h=-&w=200,"
	 Haruf, Kent (1943-2014). Auteur     R. Laffont. Paris   | 2017 
","
		 Dans une petite ville du Colorado, Addie, une veuve septuagénaire, décide de rompre sa solitude en p...
",Pavillons poche,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782221216958/nos-ames-la-nuit
LES AVENTURES D'AUGIE MARCH,https://assets.edenlivres.fr/medias/1e/f4196aae75822dd4c267493407c7b7c0460944.jpg?h=-&w=200,"
	 Bellow, Saul (1915-2005). Auteur     Gallimard. Paris   | 2017 
","
		 Augie March, fils d'immigrants, est un personnage qui transforme les bas-fonds sordides de Chicago p...
",Folio,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072684661/les-aventures-d-augie-march
Ô NATION SANS PUDEUR,https://assets.edenlivres.fr/medias/50/7ee746150d8e5746b4df79cba988a3e093ac07.jpg?h=-&w=200,"
	 Dick, Philip K. (1928-1982). Auteur     J'ai lu. Paris   | 2017 
","
		 Trois personnes se retrouvent livrées à elles-mêmes dans un complexe industriel abandonné par les Am...
",J'ai lu,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782290158142/o-nation-sans-pudeur
FORBIDDEN,http://images.immateriel.fr/covers/X6NYD26.png,"
	 Suzuma, Tabitha. Auteur     Milady. Paris   | 2017 
","
		 L'histoire d'un amour impossible entre un frère et une soeur qui sont devenus adultes trop vite.
",New adult,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225809275/forbidden
LES DÉCISIONS ABSURDES (TOME 3). L'ENFER DES ...,https://assets.edenlivres.fr/medias/94/ae66563d5a25072611f4d445064caef31faaba.jpg?h=-&w=200,"
	 Morel, Christian (1948-....) - cadre d'entreprise. Auteur     Gallimard. Paris   | 2018 
","
		 Dans une première partie, l'auteur analyse les raisons de l'inflation normative tant publique que pr...
",Bibliothèque des sciences humaines,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072729133/les-decisions-absurdes-tome-3-l-enfer-des-regles-les-pieges-relationnels
ARCTIC SUMMER,https://assets.edenlivres.fr/medias/2c/fbff7bb33f4ff7909ad23b8919c0802ab8e654.jpg?h=-&w=200,"
	 Forster, Edward Morgan (1879-1970). Auteur     R. Laffont. Paris   | 2017 
","
		 Tout oppose Martin Whitby et Cleasant March, deux jeunes Anglais aux idéaux différents. Pendant un v...
",Pavillons poche,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782221200889/arctic-summer
LA VÉRITÉ AVANT-DERNIÈRE,https://assets.edenlivres.fr/medias/c9/5394f26ac943da97992783208793ed99dd98b1.jpg?h=-&w=200,"
	 Dick, Philip K. (1928-1982). Auteur     J'ai lu. Paris   | 2017 
","
		 Les humains se sont réfugiés dans de gigantesques abris souterrains. Ignorant que la guerre est term...
",J'ai lu,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782290192658/la-verite-avant-derniere
FORTUNE DE MER,https://assets.edenlivres.fr/medias/97/04b4d1544448f53947d923f50f0809282dcd4b.jpg?h=-&w=200,"
	 Costès (1977-....). Auteur     Futuropolis. Paris   | 2018 
","
		 Jonathan, jeune lieutenant venu de Marseille, arrive à Brest pour prendre son poste sur La Bourdon, ...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782754821483/fortune-de-mer
PARIS EST À NOUS,http://images.immateriel.fr/covers/WV6MTD6.png,"
	 Moyes, Jojo (1969-....). Auteur     Milady. Paris   | 2018 
","
		 Onze nouvelles romantiques mettant en scène des couples à Paris : un coup de foudre au détour d'une ...
",Romans,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612226007038/paris-est-a-nous
SAISON DE GLOIRE,http://images.immateriel.fr/covers/HBTVMRA.png,"
	 Brin, David (1950-....). Auteur     Milady. Paris   | 2016 
","
		 Sur Stratos, de l'union des hommes qui s'échappent du Sanctuaire et des femmes naissent les Vars. Ce...
",Poche science-fiction,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225686159/saison-de-gloire
L'HOMME DONT TOUTES LES DENTS ÉTAIENT EXACTEM...,https://assets.edenlivres.fr/medias/05/a244cb80d2d7aa0c09688d2def71cdec6626f5.jpg?h=-&w=200,"
	 Dick, Philip K. (1928-1982). Auteur     J'ai lu. Paris   | 2017 
","
		 L'histoire de Leo Runcible, un Juif qui habite un petit village du comté de Marin, en Californie. C'...
",J'ai lu,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782290157930/l-homme-dont-toutes-les-dents-etaient-exactement-semblables
COMME UN CHIEN,http://images.immateriel.fr/covers/GMDSPXA.png,"
	 Ketchum, Jack (1946-2018). Auteur     Bragelonne. Paris   | 2017 
","
		 A 11 ans, Delia Cross est une jeune actrice talentueuse. Elle vit avec ses parents et son frère jume...
",Thriller,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225852080/comme-un-chien
"OUTLANDER (TOME 7, PARTIE I) - L'ÉCHO DES COE...",https://assets.edenlivres.fr/medias/09/839fce3acaeb8d36ace9e17074bd57e52696ee.jpg?h=-&w=200,"
	 Gabaldon, Diana (1952-....). Auteur     J'ai lu. Paris   | 2018 
","
		 Juillet 1776 : le Congrès continental vient de ratifier la Déclaration d'indépendance de Thomas Jeff...
",Outlander,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782290187289/outlander-tome-7-partie-i-l-echo-des-coeurs-lointains-le-prix-de-lindependance
L'ART COMME MALENTENDU,https://assets.edenlivres.fr/medias/85/466d8e7c11cffa4def50d628f471201659ce72.jpg?h=-&w=200,"
	 Thévoz, Michel (1936-....). Auteur     Minuit. Paris   | 2017 
","
		 L'artiste donne un sens à ses créations qui peut être déformé ou réinterprété par le spectateur. Sel...
",Paradoxe,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782707343307/l-art-comme-malentendu
ÂMERAVEN,http://images.immateriel.fr/covers/RDM4CZ8.png,"
	 Barclay, James (1965-....). Auteur     Milady. Paris   | 2011 
","
		 Le Guerrier inconnu et le mage Denser, derniers survivants des Ravens, sont confrontés à la résurrec...
",Ravens,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225197969/ameraven
"FOUCAULT, BOURDIEU ET LA QUESTION NÉOLIBÉRALE",https://assets.edenlivres.fr/medias/55/f372536b0af2da86da0e54cd7387357e695ee3.jpg?h=-&w=200,"
	 Laval, Christian (1953-....). Auteur     La Découverte. Paris   | 2018 
","
		 Une étude comparée des points de vue de Bourdieu et de Foucault sur la question du néolibéralisme co...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782348040634/foucault-bourdieu-et-la-question-neoliberale
LE ROYAUME DES DEUX-MERS,https://assets.edenlivres.fr/medias/e9/f99e323e17a6a414b21649afedda75a45fb505.jpg?h=-&w=200,"
	 Sinoué, Gilbert (1947-....). Auteur     Denoël. Paris   | 2018 
","
		 Récit d'une quête d'immortalité à travers Dilmoun, le Bahreïn ancien, où se trouveraient les vestige...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782207143254/le-royaume-des-deux-mers
MR VERTIGO,https://assets.edenlivres.fr/medias/c8/908105b7cf5ff387f5347fb89e00952e4c1080.jpg?h=-&w=200,"
	 Auster, Paul (1947-2024). Auteur     Actes Sud. Arles (Bouches-du-Rhône)   | 2013 
","
		 Les aventures d'un personnage dont la carrière commença à douze ans, quand un vieux Juif lui apprit ...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782330045012/mr-vertigo
LES BATAILLES DU DIMANCHE,http://images.immateriel.fr/covers/4UFCVT5.png,"
	 Boulin, Jean-Yves. Auteur     PUF. Paris   | 2017 
","
		 Les deux sociologues reviennent sur l'histoire du repos dominical, progressivement dérégulé depuis t...
",Le lien social,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225863840/les-batailles-du-dimanche
